Courier_id,Location_id,Stop_Type,Arrival_time,Departure_time,Amount,Order_id
D0085,B8886,ecommerce_delivery,336,349,8,F5502
D0085,B1576,ecommerce_delivery,373,389,12,F6144
D0085,B4047,ecommerce_delivery,419,427,1,F7724
D0085,B9086,ecommerce_delivery,441,453,6,F7766
D0085,B0689,ecommerce_delivery,480,496,14,F8197
D0085,B6035,ecommerce_delivery,498,518,26,F8249
D0085,S132,shop,575,583,1,E1554
D0093,A123,site,0,0,0,
D0093,B3308,ecommerce_delivery,106,124,18,F6409
D0093,B7956,ecommerce_delivery,147,171,37,F1004
D0093,B4042,ecommerce_delivery,174,196,33,F0969
D0093,B6537,ecommerce_delivery,230,252,31,F5031
D0093,B0628,ecommerce_delivery,257,282,47,F4329
D0093,B7094,ecommerce_delivery,286,305,21,F4391
D0093,B1429,ecommerce_delivery,334,363,66,F8207
D0093,B5809,ecommerce_delivery,419,442,35,F5461
D0093,B0891,ecommerce_delivery,458,477,21,F5397
D0093,B4383,ecommerce_delivery,532,552,26,F2467
D0093,S178,shop,597,605,1,E1754
D0093,S516,shop,660,671,4,E3648
D0101,A109,site,0,0,0,
D0101,B6402,ecommerce_delivery,8,25,16,F8169
D0101,B8928,ecommerce_delivery,49,70,28,F5764
D0101,B3973,ecommerce_delivery,75,100,45,F5700
D0101,B0183,ecommerce_delivery,115,143,60,F5654
D0101,B2726,ecommerce_delivery,193,212,24,F5280
D0101,B6293,ecommerce_delivery,215,228,7,F5340
D0101,B7637,ecommerce_delivery,249,266,16,F0801
D0101,B2839,ecommerce_delivery,271,298,52,F0725
D0101,B2341,ecommerce_delivery,323,342,22,F4347
D0101,B2906,ecommerce_delivery,370,403,87,F2454
D0101,S111,shop,426,437,3,E1496
D0101,B7531,ecommerce_delivery,469,492,33,F4396
D0101,B0889,ecommerce_delivery,507,526,22,F0690
D0101,B3960,delivery,549,558,2,E2750
D0109,A058,site,0,0,0,
D0109,B4895,ecommerce_delivery,75,97,31,F4143
D0109,B2206,ecommerce_delivery,117,140,38,F2258
D0109,B5124,ecommerce_delivery,162,189,54,F0979
D0109,B2682,ecommerce_delivery,194,213,21,F0956
D0109,B1391,ecommerce_delivery,226,251,46,F4996
D0109,B6489,ecommerce_delivery,297,320,37,F8254
D0109,B0697,ecommerce_delivery,361,381,25,F5393
D0109,B6030,ecommerce_delivery,389,408,22,F5465
D0109,B6599,ecommerce_delivery,427,446,23,F6152
D0109,B3088,ecommerce_delivery,473,489,13,F7814
D0109,B7882,ecommerce_delivery,514,534,23,F7752
D0117,A048,site,0,0,0,
D0117,B2885,ecommerce_delivery,33,52,21,F8221
D0117,B7477,ecommerce_delivery,102,124,30,F5486
D0117,B1077,ecommerce_delivery,130,149,20,F5400
D0117,B4956,ecommerce_delivery,183,202,21,F0755
D0117,B1523,ecommerce_delivery,217,244,52,F0702
D0117,B2364,ecommerce_delivery,286,304,18,F5002
D0117,B1587,ecommerce_delivery,325,351,49,F4179
D0117,B1247,ecommerce_delivery,385,415,71,F2437
D0117,S106,shop,429,437,1,E1464
D0117,B7250,delivery,442,450,1,E2619
D0117,B3020,ecommerce_delivery,456,483,52,F6406
D0125,A061,site,0,0,0,
D0125,B0659,ecommerce_delivery,245,263,18,F3934
D0125,B7362,ecommerce_delivery,268,278,3,F3966
D0125,B6454,ecommerce_delivery,317,330,6,F5471
D0125,B4187,ecommerce_delivery,376,391,12,F5309
D0125,B0309,ecommerce_delivery,462,477,11,F8192
D0125,B2887,ecommerce_delivery,480,499,21,F8222
D0125,B3866,ecommerce_delivery,521,541,25,F7722
D0125,S106,shop,574,582,1,E1467
D0133,A002,site,0,0,0,
D0133,B5405,ecommerce_delivery,74,86,6,F5714
D0133,B2309,ecommerce_delivery,92,114,33,F5683
D0133,B3540,ecommerce_delivery,150,176,49,F0736
D0133,B8634,ecommerce_delivery,204,233,63,F5376
D0133,B5472,ecommerce_delivery,237,254,14,F5327
D0133,B7297,ecommerce_delivery,296,321,41,F7841
D0133,B4614,ecommerce_delivery,339,357,18,F8438
D0133,B8519,ecommerce_delivery,382,397,11,F3972
D0133,B5067,ecommerce_delivery,459,487,61,F1731
D0141,A053,site,0,0,0,
D0141,B6157,ecommerce_delivery,26,57,76,F5028
D0141,B2378,ecommerce_delivery,85,105,25,F2448
D0141,B2817,ecommerce_delivery,125,143,17,F8220
D0141,B0338,ecommerce_delivery,170,192,33,F0677
D0141,B4953,ecommerce_delivery,196,215,21,F0754
D0141,B8260,ecommerce_delivery,221,243,32,F0811
D0141,B2576,ecommerce_delivery,250,266,14,F0721
D0141,B1244,ecommerce_delivery,267,282,10,F0697
D0141,B3111,ecommerce_delivery,324,340,12,F5425
D0141,B1873,ecommerce_delivery,372,391,21,F5772
D0141,B0073,ecommerce_delivery,399,426,50,F7681
D0141,B9044,ecommerce_delivery,436,464,58,F7765
D0141,B7700,ecommerce_delivery,491,515,41,F4159
D0141,S026,shop,624,632,1,E0587
D0149,A104,site,0,0,0,
D0149,B6154,ecommerce_delivery,55,79,43,F6432
D0149,B2778,ecommerce_delivery,175,186,4,F3943
D0149,B8831,ecommerce_delivery,189,203,9,F3974
D0149,B1321,ecommerce_delivery,248,280,82,F5404
D0149,B4254,ecommerce_delivery,305,326,29,F5310
D0149,B7485,ecommerce_delivery,362,375,7,F0794
D0149,B5044,ecommerce_delivery,429,448,22,F1729
D0149,B5406,ecommerce_delivery,464,488,40,F8240
D0149,S282,shop,589,601,5,E2368
D0157,A086,site,0,0,0,
D0157,B3779,ecommerce_delivery,78,100,29,F7720
D0157,B6827,ecommerce_delivery,123,144,30,F5797
D0157,B3706,ecommerce_delivery,190,202,6,F5433
D0157,B0104,ecommerce_delivery,221,241,24,F5386
D0157,B0204,ecommerce_delivery,315,338,36,F4986
D0157,B3904,ecommerce_delivery,353,372,21,F4194
D0157,B6163,ecommerce_delivery,387,419,81,F0989
D0157,B2117,ecommerce_delivery,421,453,81,F0951
D0157,B1560,ecommerce_delivery,475,502,51,F2441
D0157,B5721,ecommerce_delivery,535,562,50,F8243
D0157,B0571,ecommerce_delivery,568,584,14,F8196
D0165,A098,site,0,0,0,
D0165,B1419,ecommerce_delivery,74,106,84,F8205
D0165,B6440,ecommerce_delivery,139,161,34,F0774
D0165,B1614,ecommerce_delivery,214,231,16,F2252
D0165,B2237,ecommerce_delivery,233,262,66,F2446
D0165,B3984,ecommerce_delivery,282,299,16,F4363
D0165,B6277,ecommerce_delivery,305,321,15,F4383
D0165,B2901,ecommerce_delivery,383,404,29,F5285
D0165,B7260,ecommerce_delivery,485,503,18,F5557
D0165,B1675,ecommerce_delivery,549,569,25,F6391
D0165,S141,shop,571,581,3,E1587
D0165,S141,shop,581,589,1,E1591
D0173,A086,site,0,0,0,
D0173,B2215,ecommerce_delivery,99,126,55,F0952
D0173,B6811,ecommerce_delivery,134,163,64,F0996
D0173,B4250,ecommerce_delivery,172,199,57,F4198
D0173,B8545,ecommerce_delivery,209,227,18,F5053
D0173,B3216,ecommerce_delivery,229,245,14,F5009
D0173,B3807,ecommerce_delivery,272,295,36,F2460
D0173,B1405,ecommerce_delivery,326,350,41,F8204
D0173,B7853,ecommerce_delivery,351,374,35,F8268
D0173,B5373,ecommerce_delivery,422,445,35,F5456
D0173,B2308,ecommerce_delivery,473,493,25,F5776
D0173,B0213,ecommerce_delivery,509,529,27,F7683
D0173,B8322,ecommerce_delivery,531,554,34,F7758
D0173,S260,shop,623,632,2,E2184
D0181,A080,site,0,0,0,
D0181,B0983,ecommerce_delivery,53,78,45,F2435
D0181,B4931,ecommerce_delivery,127,146,24,F0753
D0181,B8593,ecommerce_delivery,153,167,8,F0822
D0181,B1578,ecommerce_delivery,185,201,13,F4338
D0181,B8269,ecommerce_delivery,206,226,25,F4402
D0181,B2050,ecommerce_delivery,271,292,28,F5269
D0181,B8002,ecommerce_delivery,298,318,26,F5364
D0181,B1496,ecommerce_delivery,386,416,67,F5672
D0181,B6257,ecommerce_delivery,418,445,52,F5726
D0181,B5507,ecommerce_delivery,466,485,23,F8159
D0181,S111,shop,531,540,2,E1490
D0181,S135,shop,575,586,4,E1571
D0181,B3960,delivery,648,661,6,E0046
D0189,A102,site,0,0,0,
D0189,B6887,ecommerce_delivery,53,78,46,F4152
D0189,B8393,ecommerce_delivery,84,111,52,F2306
D0189,B6114,ecommerce_delivery,169,192,37,F0770
D0189,B8169,ecommerce_delivery,224,236,5,F5368
D0189,B0645,ecommerce_delivery,282,315,83,F5659
D0189,B2848,ecommerce_delivery,318,349,73,F5688
D0189,B8268,ecommerce_delivery,353,364,4,F5756
D0189,B1190,ecommerce_delivery,392,416,42,F8121
D0189,B4950,ecommerce_delivery,440,448,1,F5020
D0189,S111,shop,472,482,3,E1493
D0189,S133,shop,487,495,1,E1558
D0189,B2100,delivery,496,506,3,E1568
D0189,B1066,delivery,509,517,1,E1533
D0197,A067,site,0,0,0,
D0197,B7829,ecommerce_delivery,56,73,18,F5361
D0197,B2883,ecommerce_delivery,80,98,19,F5284
D0197,B3001,ecommerce_delivery,118,134,13,F0729
D0197,B6962,ecommerce_delivery,139,164,43,F0780
D0197,B0411,ecommerce_delivery,174,205,76,F0679
D0197,B1964,ecommerce_delivery,237,255,18,F5678
D0197,B4550,ecommerce_delivery,266,278,5,F5704
D0197,B6542,ecommerce_delivery,282,300,17,F5734
D0197,B3191,ecommerce_delivery,323,347,44,F8139
D0197,B8527,ecommerce_delivery,409,425,12,F4404
D0197,B7308,ecommerce_delivery,460,482,31,F4156
D0197,B2585,ecommerce_delivery,488,508,24,F2450
D0197,S124,shop,532,542,2,E1519
D0197,S131,shop,544,552,1,E1547
D0197,S135,shop,552,562,3,E1573
D0197,B1066,delivery,564,577,6,E1518
D0205,A039,site,0,0,0,
D0205,B3647,ecommerce_delivery,106,131,45,F0964
D0205,B7350,ecommerce_delivery,146,172,48,F2493
D0205,B8367,ecommerce_delivery,194,218,41,F1011
D0205,B6294,ecommerce_delivery,228,248,25,F4208
D0205,B2552,ecommerce_delivery,261,279,18,F5003
D0205,B8688,ecommerce_delivery,341,356,11,F5377
D0205,B0417,ecommerce_delivery,395,426,71,F5657
D0205,B2185,ecommerce_delivery,439,457,19,F5680
D0205,B6101,ecommerce_delivery,464,478,8,F5723
D0205,B0488,ecommerce_delivery,495,514,21,F8117
D0205,B5989,ecommerce_delivery,521,543,31,F8165
D0205,S133,shop,591,599,1,E1555
D0205,B8714,delivery,600,608,1,E1521
D0205,S141,shop,617,625,1,E1589
D0213,A024,site,0,0,0,
D0213,B4629,ecommerce_delivery,50,75,47,F1725
D0213,B7908,ecommerce_delivery,132,151,22,F3967
D0213,B6151,ecommerce_delivery,201,229,56,F5466
D0213,B2187,ecommerce_delivery,254,265,4,F5272
D0213,B6969,ecommerce_delivery,268,279,5,F5348
D0213,B7292,ecommerce_delivery,337,354,16,F0786
D0213,B5665,ecommerce_delivery,384,413,62,F8242
D0213,B8917,ecommerce_delivery,447,474,53,F6454
D0221,A017,site,0,0,0,
D0221,B4281,ecommerce_delivery,67,79,6,F4140
D0221,B0215,ecommerce_delivery,89,120,73,F2429
D0221,B4773,ecommerce_delivery,143,164,31,F4372
D0221,B2698,ecommerce_delivery,200,227,57,F0722
D0221,B7775,ecommerce_delivery,231,255,38,F0804
D0221,B2699,ecommerce_delivery,303,322,23,F5278
D0221,B6867,ecommerce_delivery,359,371,5,F5735
D0221,B0732,ecommerce_delivery,407,435,59,F5514
D0221,B1570,ecommerce_delivery,451,469,20,F8125
D0221,B7047,ecommerce_delivery,472,500,58,F8178
D0221,S334,shop,538,549,4,E2630
D0221,S334,shop,549,559,2,E2626
D0221,S334,shop,559,567,1,E2616
D0221,S334,shop,567,576,2,E2600
D0229,A031,site,0,0,0,
D0229,B5981,ecommerce_delivery,94,111,17,F8164
D0229,B0570,ecommerce_delivery,113,132,22,F8118
D0229,B6479,ecommerce_delivery,147,161,9,F5731
D0229,B2785,ecommerce_delivery,164,186,34,F5687
D0229,B0845,ecommerce_delivery,191,209,18,F5663
D0229,B8579,ecommerce_delivery,229,242,7,F0821
D0229,B8313,ecommerce_delivery,279,296,17,F5372
D0229,B3048,ecommerce_delivery,308,331,35,F5288
D0229,B7091,ecommerce_delivery,372,393,27,F4390
D0229,B1484,ecommerce_delivery,405,432,52,F4337
D0229,B6789,ecommerce_delivery,439,460,26,F2485
D0229,S106,shop,473,481,1,E1466
D0229,B6163,delivery,509,517,1,E2477
D0229,S334,shop,524,534,3,E2631
D0237,A110,site,0,0,0,
D0237,B8826,ecommerce_delivery,24,45,31,F2502
D0237,B2691,ecommerce_delivery,50,74,40,F2452
D0237,B8204,ecommerce_delivery,87,107,26,F4400
D0237,B3386,ecommerce_delivery,109,133,41,F4356
D0237,B3600,ecommerce_delivery,197,213,13,F5432
D0237,B4440,ecommerce_delivery,249,268,22,F5313
D0237,B7493,ecommerce_delivery,279,295,13,F0795
D0237,B3098,ecommerce_delivery,298,314,14,F0732
D0237,B1779,ecommerce_delivery,323,339,14,F0706
D0237,B0467,ecommerce_delivery,345,364,22,F0680
D0237,B7518,ecommerce_delivery,393,412,20,F5742
D0237,B3762,ecommerce_delivery,436,454,20,F8143
D0237,S111,shop,504,515,4,E1488
D0237,S111,shop,515,523,1,E1495
D0237,B3807,delivery,524,533,2,E2600
D0237,S106,shop,538,547,2,E1463
D0245,A013,site,0,0,0,
D0245,B6794,ecommerce_delivery,23,38,11,F2291
D0245,B6953,ecommerce_delivery,46,68,30,F2487
D0245,B5843,ecommerce_delivery,127,143,14,F0766
D0245,B2174,ecommerce_delivery,150,171,30,F0712
D0245,B4348,ecommerce_delivery,191,207,14,F4367
D0245,B0127,ecommerce_delivery,253,271,20,F5237
D0245,B2760,ecommerce_delivery,278,300,33,F5281
D0245,B0152,ecommerce_delivery,347,359,6,F5653
D0245,B1061,ecommerce_delivery,373,387,8,F5667
D0245,B4338,ecommerce_delivery,397,407,3,F5703
D0245,B8113,ecommerce_delivery,413,424,4,F5751
D0245,B8176,ecommerce_delivery,433,445,6,F5753
D0245,B6717,ecommerce_delivery,463,471,1,F8174
D0245,S134,shop,543,553,3,E1562
D0245,S131,shop,553,561,1,E1542
D0245,S135,shop,561,569,1,E1567
D0245,S129,shop,569,577,1,E1537
D0253,A062,site,0,0,0,
D0253,B2656,ecommerce_delivery,12,38,46,F5004
D0253,B4096,ecommerce_delivery,43,58,12,F4195
D0253,B0079,ecommerce_delivery,64,79,12,F4169
D0253,B0065,ecommerce_delivery,116,143,55,F2427
D0253,B0685,ecommerce_delivery,175,188,6,F0685
D0253,B1311,ecommerce_delivery,202,223,31,F0699
D0253,B3960,ecommerce_delivery,226,242,13,F0740
D0253,B5247,ecommerce_delivery,246,263,18,F0759
D0253,B5007,ecommerce_delivery,332,347,10,F5454
D0253,B9073,ecommerce_delivery,353,373,22,F5506
D0253,B0640,ecommerce_delivery,421,452,75,F7688
D0253,B3945,ecommerce_delivery,482,499,18,F7818
D0253,B5993,ecommerce_delivery,509,525,12,F8248
D0253,S135,shop,568,577,2,E1572
D0261,A027,site,0,0,0,
D0261,B5711,ecommerce_delivery,23,47,42,F2474
D0261,B7343,ecommerce_delivery,95,122,54,F0789
D0261,B2798,ecommerce_delivery,133,153,26,F0723
D0261,B1088,ecommerce_delivery,168,185,16,F0693
D0261,B0510,ecommerce_delivery,201,220,21,F4325
D0261,B3195,ecommerce_delivery,231,259,60,F4355
D0261,B1043,ecommerce_delivery,306,326,27,F5251
D0261,B7365,ecommerce_delivery,329,343,8,F5355
D0261,B0033,ecommerce_delivery,383,410,55,F5652
D0261,B1281,ecommerce_delivery,426,439,7,F5669
D0261,B4090,ecommerce_delivery,445,465,24,F5702
D0261,B0137,ecommerce_delivery,479,500,28,F8112
D0261,B3153,ecommerce_delivery,504,528,37,F8138
D0261,S125,shop,573,582,2,E1526
D0261,S135,shop,607,617,3,E1568
D0261,S129,shop,617,625,1,E1539
D0261,B7250,delivery,628,639,4,E1571
D0269,A044,site,0,0,0,
D0269,B4319,ecommerce_delivery,60,80,24,F5442
D0269,B4029,ecommerce_delivery,102,124,32,F5304
D0269,B0693,ecommerce_delivery,126,141,11,F5245
D0269,B5534,ecommerce_delivery,172,205,83,F0762
D0269,B1725,ecommerce_delivery,210,236,47,F0704
D0269,B3720,ecommerce_delivery,252,275,33,F4361
D0269,B0308,ecommerce_delivery,306,323,17,F2431
D0269,B6775,ecommerce_delivery,325,351,47,F2484
D0269,B5448,ecommerce_delivery,400,421,27,F5716
D0269,B2253,ecommerce_delivery,443,455,6,F8127
D0269,B6875,ecommerce_delivery,472,480,1,F8176
D0269,S334,shop,525,535,2,E2588
D0269,S334,shop,535,543,1,E2612
D0269,S334,shop,543,552,2,E2596
D0269,S334,shop,552,560,1,E2629
D0269,S334,shop,560,570,3,E2613
D0277,A033,site,0,0,0,
D0277,B1520,ecommerce_delivery,101,126,46,F2439
D0277,B5147,ecommerce_delivery,197,208,4,F5455
D0277,B4793,ecommerce_delivery,274,306,81,F5708
D0277,B8067,ecommerce_delivery,324,338,9,F5046
D0277,B4850,ecommerce_delivery,349,365,14,F8153
D0277,B7936,ecommerce_delivery,367,392,46,F8184
D0277,B3820,ecommerce_delivery,405,432,53,F4193
D0277,B5099,ecommerce_delivery,448,479,71,F0978
D0277,B1424,ecommerce_delivery,481,508,58,F0943
D0277,S334,shop,525,535,3,E2603
D0277,S334,shop,535,547,6,E2599
D0277,S334,shop,547,556,2,E2598
D0277,S334,shop,556,566,2,E2625
D0285,A052,site,0,0,0,
D0285,B2382,ecommerce_delivery,54,81,55,F2449
D0285,B5103,ecommerce_delivery,134,152,18,F5711
D0285,B2119,ecommerce_delivery,156,179,36,F5679
D0285,B4149,ecommerce_delivery,243,253,3,F5307
D0285,B0262,ecommerce_delivery,257,272,10,F5239
D0285,B7342,ecommerce_delivery,273,291,19,F5354
D0285,B6984,ecommerce_delivery,323,349,49,F0782
D0285,B4004,ecommerce_delivery,369,388,22,F4364
D0285,B4422,ecommerce_delivery,414,439,46,F7822
D0285,B3161,ecommerce_delivery,462,489,53,F8432
D0293,A066,site,0,0,0,
D0293,B6670,ecommerce_delivery,20,39,21,F5345
D0293,B1340,ecommerce_delivery,41,61,26,F5261
D0293,B3061,ecommerce_delivery,78,99,26,F5424
D0293,B6704,ecommerce_delivery,119,141,32,F0776
D0293,B2107,ecommerce_delivery,145,172,52,F0710
D0293,B1044,ecommerce_delivery,176,190,10,F0692
D0293,B0273,ecommerce_delivery,193,219,47,F0676
D0293,B7818,ecommerce_delivery,279,306,56,F4160
D0293,B3447,ecommerce_delivery,322,339,18,F2456
D0293,B8816,ecommerce_delivery,408,423,12,F5762
D0293,B4641,ecommerce_delivery,425,442,17,F5706
D0293,B6450,ecommerce_delivery,473,497,40,F8170
D0293,S334,shop,552,564,6,E2615
D0293,S334,shop,564,574,3,E2617
D0293,S334,shop,574,582,1,E2601
D0293,S334,shop,582,590,1,E2628
D0301,A112,site,0,0,0,
D0301,B0038,ecommerce_delivery,109,135,51,F1684
D0301,B4120,ecommerce_delivery,139,167,56,F1718
D0301,B1943,ecommerce_delivery,170,190,25,F1701
D0301,B3410,ecommerce_delivery,248,264,14,F3950
D0301,B0558,ecommerce_delivery,323,340,16,F5392
D0301,B7777,ecommerce_delivery,342,360,17,F5491
D0301,B2250,ecommerce_delivery,373,385,5,F5273
D0301,B6583,ecommerce_delivery,389,405,15,F5342
D0301,B7073,ecommerce_delivery,452,473,29,F8259
D0301,B8571,ecommerce_delivery,543,560,16,F5761
D0309,A059,site,0,0,0,
D0309,B5631,ecommerce_delivery,52,81,67,F2472
D0309,B1730,ecommerce_delivery,102,124,32,F4340
D0309,B5990,ecommerce_delivery,126,149,37,F4380
D0309,B4095,ecommerce_delivery,166,185,24,F0742
D0309,B7985,ecommerce_delivery,199,221,34,F0808
D0309,B2927,ecommerce_delivery,251,269,18,F5286
D0309,B8860,ecommerce_delivery,327,340,6,F5500
D0309,B4927,ecommerce_delivery,393,413,27,F8440
D0309,B1697,ecommerce_delivery,428,447,22,F7803
D0309,B6270,ecommerce_delivery,456,472,15,F7740
D0309,B1509,ecommerce_delivery,496,514,18,F8209
D0317,A062,site,0,0,0,
D0317,B1529,ecommerce_delivery,18,45,53,F4997
D0317,B3025,ecommerce_delivery,54,75,29,F4353
D0317,B0234,ecommerce_delivery,83,101,17,F4323
D0317,B5939,ecommerce_delivery,117,137,25,F2477
D0317,B0820,ecommerce_delivery,177,212,98,F0687
D0317,B4116,ecommerce_delivery,214,233,22,F0744
D0317,B7766,ecommerce_delivery,242,268,52,F0803
D0317,B0534,ecommerce_delivery,323,351,59,F5391
D0317,B6550,ecommerce_delivery,395,412,17,F7837
D0317,B4561,ecommerce_delivery,416,435,22,F8234
D0317,B8207,ecommerce_delivery,457,477,25,F8447
D0317,B3317,ecommerce_delivery,486,510,38,F5782
D0317,B4371,ecommerce_delivery,528,546,20,F7727
D0325,A114,site,0,0,0,
D0325,B8249,ecommerce_delivery,79,100,28,F7756
D0325,B7797,ecommerce_delivery,125,142,18,F6155
D0325,B4322,ecommerce_delivery,174,190,13,F5443
D0325,B7934,ecommerce_delivery,193,214,27,F5494
D0325,B8044,ecommerce_delivery,255,273,20,F8269
D0325,B1037,ecommerce_delivery,276,296,24,F8200
D0325,B3392,ecommerce_delivery,350,381,72,F5011
D0325,B1470,ecommerce_delivery,395,424,62,F4178
D0325,B8472,ecommerce_delivery,435,458,38,F1012
D0325,B4228,ecommerce_delivery,464,491,54,F0971
D0325,B3244,ecommerce_delivery,501,529,60,F3291
D0325,S134,shop,544,554,3,E1563
D0333,A012,site,0,0,0,
D0333,B7286,ecommerce_delivery,18,40,33,F0785
D0333,B2267,ecommerce_delivery,41,72,71,F0715
D0333,B0679,ecommerce_delivery,74,99,42,F0684
D0333,B0049,ecommerce_delivery,101,132,78,F0673
D0333,B3914,ecommerce_delivery,180,197,15,F5301
D0333,B0788,ecommerce_delivery,240,258,17,F4990
D0333,B2170,ecommerce_delivery,292,326,96,F5522
D0333,B5316,ecommerce_delivery,349,369,26,F4204
D0333,B1373,ecommerce_delivery,409,427,18,F2438
D0333,B7063,ecommerce_delivery,448,464,12,F6438
D0333,B3987,ecommerce_delivery,507,530,36,F8229
D0333,S163,shop,581,589,1,E1669
D0341,A060,site,0,0,0,
D0341,B6073,ecommerce_delivery,131,154,36,F7832
D0341,B3456,ecommerce_delivery,187,205,18,F5431
D0341,B2716,ecommerce_delivery,243,270,54,F5279
D0341,B5428,ecommerce_delivery,314,335,28,F5715
D0341,B8202,ecommerce_delivery,373,401,63,F1008
D0341,B7337,ecommerce_delivery,437,461,37,F2492
D0341,B7361,ecommerce_delivery,483,502,21,F4394
D0341,B3507,ecommerce_delivery,507,522,11,F4358
D0341,B8541,ecommerce_delivery,535,564,64,F8271
D0349,A060,site,0,0,0,
D0349,B7645,ecommerce_delivery,196,211,11,F5358
D0349,B2567,ecommerce_delivery,242,259,14,F5686
D0349,B3933,ecommerce_delivery,261,279,18,F5698
D0349,B7846,ecommerce_delivery,281,300,20,F5746
D0349,B0602,ecommerce_delivery,302,332,69,F5658
D0349,B6555,ecommerce_delivery,361,392,75,F8172
D0349,B2092,ecommerce_delivery,420,436,13,F5000
D0349,B2780,ecommerce_delivery,460,488,59,F4187
D0349,B8691,ecommerce_delivery,505,529,43,F1015
D0349,B8183,ecommerce_delivery,553,570,16,F2498
D0349,S131,shop,575,583,1,E1548
D0349,S135,shop,583,591,1,E1570
D0357,A088,site,0,0,0,
D0357,B6855,ecommerce_delivery,98,131,86,F7742
D0357,B4946,ecommerce_delivery,153,180,52,F8238
D0357,B4713,ecommerce_delivery,195,210,12,F4142
D0357,B5910,ecommerce_delivery,222,241,22,F2285
D0357,B6047,ecommerce_delivery,264,285,31,F4381
D0357,B8687,ecommerce_delivery,298,324,51,F5055
D0357,B7721,ecommerce_delivery,363,382,19,F0802
D0357,B4308,ecommerce_delivery,447,479,83,F5440
D0357,B6238,ecommerce_delivery,501,513,5,F6150
D0357,S021,shop,599,607,1,E0452
D0365,A101,site,0,0,0,
D0365,B4332,ecommerce_delivery,55,80,46,F4200
D0365,B3494,ecommerce_delivery,90,105,12,F5012
D0365,B3476,ecommerce_delivery,129,162,89,F2458
D0365,B2539,ecommerce_delivery,189,200,4,F0720
D0365,B4810,ecommerce_delivery,213,227,8,F0752
D0365,B8170,ecommerce_delivery,239,248,2,F0810
D0365,B1448,ecommerce_delivery,317,339,30,F5406
D0365,B6337,ecommerce_delivery,389,407,18,F6151
D0365,B8143,ecommerce_delivery,438,453,12,F7754
D0365,B3663,ecommerce_delivery,482,503,27,F8227
D0365,B8980,ecommerce_delivery,514,535,29,F8277
D0373,A058,site,0,0,0,
D0373,B2687,ecommerce_delivery,114,141,54,F0957
D0373,B6028,ecommerce_delivery,148,171,37,F4206
D0373,B2683,ecommerce_delivery,181,199,19,F5005
D0373,B8220,ecommerce_delivery,214,237,36,F1010
D0373,B5341,ecommerce_delivery,264,278,11,F2470
D0373,B0347,ecommerce_delivery,320,340,23,F7685
D0373,B7920,ecommerce_delivery,342,357,13,F7753
D0373,B2958,ecommerce_delivery,377,403,51,F8431
D0373,B2172,ecommerce_delivery,423,449,47,F7805
D0373,B9082,ecommerce_delivery,480,489,2,F5507
D0373,B2224,ecommerce_delivery,503,522,23,F5411
D0381,A027,site,0,0,0,
D0381,B1640,ecommerce_delivery,21,42,29,F2442
D0381,B8218,ecommerce_delivery,45,64,21,F2499
D0381,B1176,ecommerce_delivery,80,104,44,F4334
D0381,B5523,ecommerce_delivery,110,132,29,F4376
D0381,B1628,ecommerce_delivery,158,182,41,F5673
D0381,B4059,ecommerce_delivery,183,203,23,F5701
D0381,B1564,ecommerce_delivery,270,283,8,F5264
D0381,B6616,ecommerce_delivery,286,304,20,F5344
D0381,B7632,ecommerce_delivery,343,369,48,F0800
D0381,B3213,ecommerce_delivery,379,404,42,F0733
D0381,B1290,ecommerce_delivery,406,429,39,F0698
D0381,B2790,ecommerce_delivery,440,461,29,F7813
D0381,B0860,ecommerce_delivery,469,497,55,F8199
D0389,A048,site,0,0,0,
D0389,B6183,ecommerce_delivery,24,46,32,F2480
D0389,B8420,ecommerce_delivery,71,87,14,F5050
D0389,B2102,ecommerce_delivery,95,113,19,F4343
D0389,B6504,ecommerce_delivery,114,136,32,F4385
D0389,B1673,ecommerce_delivery,174,203,62,F0703
D0389,B5861,ecommerce_delivery,216,230,9,F0767
D0389,B9109,ecommerce_delivery,232,252,25,F0827
D0389,B7029,ecommerce_delivery,312,334,30,F5480
D0389,B1166,ecommerce_delivery,343,364,28,F5402
D0389,B4024,ecommerce_delivery,398,425,50,F8230
D0389,B1626,ecommerce_delivery,436,453,15,F7802
D0389,B1989,ecommerce_delivery,485,509,38,F7699
D0397,A065,site,0,0,0,
D0397,B4252,ecommerce_delivery,78,94,12,F5016
D0397,B0621,ecommerce_delivery,141,170,66,F4127
D0397,B6640,ecommerce_delivery,179,199,27,F1743
D0397,B2070,ecommerce_delivery,222,243,26,F7702
D0397,B3805,ecommerce_delivery,270,285,12,F5784
D0397,B5869,ecommerce_delivery,310,336,47,F7831
D0397,B1878,ecommerce_delivery,349,374,45,F8425
D0397,B0969,ecommerce_delivery,388,419,74,F5399
D0397,B9101,ecommerce_delivery,465,479,9,F0826
D0405,A083,site,0,0,0,
D0405,B6733,ecommerce_delivery,38,58,24,F2483
D0405,B7761,ecommerce_delivery,84,106,35,F4397
D0405,B0990,ecommerce_delivery,118,131,8,F4333
D0405,B6191,ecommerce_delivery,143,157,8,F5725
D0405,B1832,ecommerce_delivery,179,199,25,F0707
D0405,B3993,ecommerce_delivery,201,222,31,F0741
D0405,B8284,ecommerce_delivery,230,261,74,F0812
